,Unnamed: 0.1,Unnamed: 0,Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
3876,3876,3876,20240115-9097-A0Fd2B206793_Request,2024-01-15,Request,0.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Narendra Modi,India,Prime Minister,Narendra Modi,IND,"['[""[\'UP\']""]']",2024-01-15,English,Ngec_Coder-Vers001-B1-Run-001
3877,3877,3877,20240115-6283-C575Ddf51B8C_Accuse,2024-01-15,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Sharjeel Imam,India,Student Protester,Sharjeel Imam,IND,"['[""[\'DL\']""]']",2024-01-15,English,Ngec_Coder-Vers001-B1-Run-001
3878,3878,3878,20240116-4187-87581D640E5E_Mobilize,2024-01-16,Mobilize,-5.5,Material Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'WB\']""]']",2024-01-16,English,Ngec_Coder-Vers001-B1-Run-001
3879,3879,3879,20240116-1587-929Ab382Fbef_Request,2024-01-16,Request,0.0,Verbal Conflict,,Basavaraj Bommai,,Chief Minister,Basavaraj Bommai,Siddaramaiah,India,Member Of The Legislature,Chief Minister Siddaramaiah,IND,"['[""[\'KA\']""]']",2024-01-16,English,Ngec_Coder-Vers001-B1-Run-001
3880,3880,3880,20240116-9790-2Def45Dfd473_Accuse,2024-01-16,Accuse,-3.0,Verbal Conflict,,Calcutta High Court,India,High Court,Calcutta High Court,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'WB\']""]']",2024-01-16,English,Ngec_Coder-Vers001-B1-Run-001
3881,3881,3881,20240116-1587-929Ab382Fbef_Threaten,2024-01-16,Threaten,-3.5,Verbal Conflict,,Basavaraj Bommai,,Chief Minister,Basavaraj Bommai,Siddaramaiah,India,Member Of The Legislature,Chief Minister Siddaramaiah,IND,"['[""[\'KA\']""]']",2024-01-16,English,Ngec_Coder-Vers001-B1-Run-001
3882,3882,3882,20240117-2352-355980Dba0Ce_Retreat,2024-01-17,Retreat,6.5,Material Cooperation,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'UP\']""]']",2024-01-17,English,Ngec_Coder-Vers001-B1-Run-001
3883,3883,3883,20240117-4411-355980Dba0Ce_Retreat,2024-01-17,Retreat,6.5,Material Cooperation,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'UP\']""]']",2024-01-17,English,Ngec_Coder-Vers001-B1-Run-001
3884,3884,3884,20240117-5652-Ec6D1478500C_Accuse,2024-01-17,Accuse,-3.0,Verbal Conflict,,Basavaraj Bommai,,Chief Minister,Basavaraj Bommai,Siddaramaiah,India,Member Of The Legislature,Siddaramaiah,IND,"['[""[\'KA\']""]']",2024-01-17,English,Ngec_Coder-Vers001-B1-Run-001
3885,3885,3885,20240118-9171-2D104293Fbed_Accuse,2024-01-18,Accuse,-3.0,Verbal Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'GA\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3886,3886,3886,20240118-7900-72B2Ad4F0B22_Threaten,2024-01-18,Threaten,-3.5,Verbal Conflict,,Punjab,Pakistan,Region,Punjab Government,Sukhpal Singh Khaira,India,Politician,Sukhpal Singh Khaira,IND,"['[""[\'DL\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3887,3887,3887,20240118-4455-D8612F7627E3_Accuse,2024-01-18,Accuse,-3.0,Verbal Conflict,Disasters,Basavaraj Bommai,,Chief Minister,Basavaraj Bommai,Siddaramaiah,India,Member Of The Legislature,Cm Siddaramaiah,IND,"['[""[\'KA\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3888,3888,3888,20240118-1242-81391C9Ee053_Sanction,2024-01-18,Sanction,-6.0,Material Conflict,,Ed,,Artist,Ed,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3889,3889,3889,20240118-5460-B2C065Dc61Ea_Sanction,2024-01-18,Sanction,-6.0,Material Conflict,,V. D. Satheesan,India,Politician,V.D. Satheesan,Pinarayi Vijayan,India,Chief Minister,Pinarayi Vijayan,IND,"['[""[\'KA\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3890,3890,3890,20240118-6347-4A89B5C070Bb_Accuse,2024-01-18,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'GA\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3891,3891,3891,20240118-6021-91Cd38D8E7Bd_Request,2024-01-18,Request,0.0,Verbal Conflict,Election | Religion_Ethnicity,Congee,,Diet,Congress Government,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'KA\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3892,3892,3892,20240118-0170-Eb4Ab3Eb5A6B_Accuse,2024-01-18,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'MP\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3893,3893,3893,20240118-9553-D5Cc1Fd3C0Cc_Accuse,2024-01-18,Accuse,-3.0,Verbal Conflict,Election,Congress Nationalist Party,India,Political Party,Congress Party,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'CH\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3894,3894,3894,20240118-9751-64A23Cc38B8C_Accuse,2024-01-18,Accuse,-3.0,Verbal Conflict,Election,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'MP\']""]']",2024-01-18,English,Ngec_Coder-Vers001-B1-Run-001
3895,3895,3895,20240119-6934-067Fac68423D_Threaten,2024-01-19,Threaten,-3.5,Verbal Conflict,,Punjab,Pakistan,Region,Punjab Government,Sukhpal Singh Khaira,India,Politician,Sukhpal Singh Khaira,IND,"['[""[\'DL\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3896,3896,3896,20240119-3273-Ac49E4E46E2B_Request,2024-01-19,Request,0.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Central Bureau Of Investigation,India,Investigative Agency,Central Bureau Of Investigation,IND,"['[""[\'DL\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3897,3897,3897,20240119-2838-64D9C65791D8_Accuse,2024-01-19,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'AS\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3898,3898,3898,20240119-2690-2Edefb7B78A3_Request,2024-01-19,Request,0.0,Verbal Conflict,Military,Pushkar Singh Dhami,India,Chief Minister,Pushkar Singh Dhami,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'DL\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3899,3899,3899,20240119-3847-45A8D241Dc9C_Threaten,2024-01-19,Threaten,-3.5,Verbal Conflict,,Punjab,Pakistan,Region,Punjab Government,Sukhpal Singh Khaira,India,Politician,Sukhpal Singh Khaira,IND,"['[""[\'DL\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3900,3900,3900,20240119-5155-4E60441291Ea_Threaten,2024-01-19,Threaten,-3.5,Verbal Conflict,,Punjab,Pakistan,Region,Punjab Government,Sukhpal Singh Khaira,India,Politician,Sukhpal Singh Khaira,IND,"['[""[\'DL\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3901,3901,3901,20240119-7080-B28E30495Ed3_Accuse,2024-01-19,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'GA\']""]']",2024-01-19,English,Ngec_Coder-Vers001-B1-Run-001
3902,3902,3902,20240120-4325-997A94Cb6132_Accuse,2024-01-20,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party Government,Congee,,Diet,Congress Government,IND,"['[""[\'RJ\']""]']",2024-01-20,English,Ngec_Coder-Vers001-B1-Run-001
3903,3903,3903,20240120-6374-94C8C5Cc98A6_Accuse,2024-01-20,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party Government,Congee,,Diet,Previous Congress Government,IND,"['[""[\'RJ\']""]']",2024-01-20,English,Ngec_Coder-Vers001-B1-Run-001
3904,3904,3904,20240122-9540-506A84D362A4_Threaten,2024-01-22,Threaten,-3.5,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bjp,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'TN\']""]']",2024-01-22,English,Ngec_Coder-Vers001-B1-Run-001
3905,3905,3905,20240123-1343-D412F6302309_Request,2024-01-23,Request,0.0,Verbal Conflict,Environment,Pushkar Singh Dhami,India,Chief Minister,Pushkar Singh Dhami,Narendra Modi,India,Prime Minister,Pm Modi,IND,"['[""[\'UK\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3906,3906,3906,20240123-3760-8113F887E4E3_Protest_Demo,2024-01-23,Protest,-5.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress Government,IND,"['[""[\'HP\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3907,3907,3907,20240123-3387-C99358Fa957C_Accuse,2024-01-23,Accuse,-3.0,Verbal Conflict,Election,Punjab; Haryana,Pakistan; India,Region; State,Punjab; Haryana,Chandigarh,India,Settlement,Chandigarh Administration,IND,"['[""[\'PB\', \'HR\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3908,3908,3908,20240123-8334-E0415D773E9B_Request,2024-01-23,Request,0.0,Verbal Conflict,Military,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3909,3909,3909,20240123-8334-E0415D773E9B_Accuse,2024-01-23,Accuse,-3.0,Verbal Conflict,Military,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3910,3910,3910,20240123-5680-Ff0A97Afea8C_Accuse,2024-01-23,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3911,3911,3911,20240123-5622-C153Da91Afd6_Protest,2024-01-23,Protest,-5.0,Material Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2024-01-23,English,Ngec_Coder-Vers001-B1-Run-001
3912,3912,3912,20240124-8388-1Ca5D5E8776D_Protest,2024-01-24,Protest,-5.0,Material Conflict,Election,Narendra Modi,India,Prime Minister,Narendra Modi,Narendra Modi,India,Prime Minister,Modi,IND,"['[""[\'IN\']""]']",2024-01-24,English,Ngec_Coder-Vers001-B1-Run-001
3913,3913,3913,20240124-1242-F85Aed9689A3_Accuse,2024-01-24,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Bharatiya Janata Party,India,Political Party,Bjp Workers,IND,"['[""[\'AS\']""]']",2024-01-24,English,Ngec_Coder-Vers001-B1-Run-001
3914,3914,3914,20240124-7490-C3D4E31Ef235_Coerce,2024-01-24,Coerce,-7.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bjp Workers,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2024-01-24,English,Ngec_Coder-Vers001-B1-Run-001
3915,3915,3915,20240125-7786-Be22Eb1Df7B2_Accuse,2024-01-25,Accuse,-3.0,Verbal Conflict,,Calcutta High Court,India,High Court,Calcutta High Court,Government Of West Bengal,India,Government,West Bengal Government,IND,"['[""[\'WB\']""]']",2024-01-25,English,Ngec_Coder-Vers001-B1-Run-001
3916,3916,3916,20240125-7216-2720Fb05Aa9E_Mobilize,2024-01-25,Mobilize,-5.5,Material Conflict,Election,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2024-01-25,English,Ngec_Coder-Vers001-B1-Run-001
3917,3917,3917,20240125-6882-4F20Df5E9932_Mobilize,2024-01-25,Mobilize,-5.5,Material Conflict,,Tejashwi Yadav,India,Chief Minister,Tejashwi Yadav,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'DL\']""]']",2024-01-25,English,Ngec_Coder-Vers001-B1-Run-001
3918,3918,3918,20240125-0485-A3A04A7746D6_Accuse,2024-01-25,Accuse,-3.0,Verbal Conflict,Election,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar Faction,Sharad Pawar,India,Chairman Of The Council Of Ministers,Sharad Pawar Faction,IND,"['[""[\'MH\']""]']",2024-01-25,English,Ngec_Coder-Vers001-B1-Run-001
3919,3919,3919,20240125-6685-61B0Eb36A60A_Request,2024-01-25,Request,0.0,Verbal Conflict,,Shiromani Akali Dal,India,Political Party,A Delegation Of The Shiromani Akali Dal,Banwarilal Purohit,India,Governor,Banwarilal Purohit,IND,"['[""[\'MH\']""]']",2024-01-25,English,Ngec_Coder-Vers001-B1-Run-001
3920,3920,3920,20240125-6528-1635686B9400_Accuse,2024-01-25,Accuse,-3.0,Verbal Conflict,Election,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2024-01-25,English,Ngec_Coder-Vers001-B1-Run-001
3921,3921,3921,20240126-0605-909D57A2A5Cf_Mobilize,2024-01-26,Mobilize,-5.5,Material Conflict,Election,Tejashwi Yadav,India,Chief Minister,Tejashwi Yadav,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-01-26,English,Ngec_Coder-Vers001-B1-Run-001
3922,3922,3922,20240126-4923-1Ed08Dd87Bc3_Aid,2024-01-26,Aid,10.0,Material Cooperation,Election,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UP\']""]']",2024-01-26,English,Ngec_Coder-Vers001-B1-Run-001
3923,3923,3923,20240126-8356-B93C0Fa78C5D_Mobilize,2024-01-26,Mobilize,-5.5,Material Conflict,Election,Tejashwi Yadav,India,Chief Minister,Tejashwi Yadav,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-01-26,English,Ngec_Coder-Vers001-B1-Run-001
3924,3924,3924,20240126-0152-F04Bd58Adb1D_Aid,2024-01-26,Aid,10.0,Material Cooperation,Election,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UP\']""]']",2024-01-26,English,Ngec_Coder-Vers001-B1-Run-001
3925,3925,3925,20240126-9759-20C0112A9C46_Accuse,2024-01-26,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,"['[""[\'WB\']""]']",2024-01-26,English,Ngec_Coder-Vers001-B1-Run-001
3926,3926,3926,20240127-3840-Eedda0Cb2B24_Sanction_Convict,2024-01-27,Sanction,-6.0,Material Conflict,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,"['[""[\'WB\']""]']",2024-01-27,English,Ngec_Coder-Vers001-B1-Run-001
3927,3927,3927,20240128-0767-E88739559F7E_Protest,2024-01-28,Protest,-5.0,Material Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'UP\']""]']",2024-01-28,English,Ngec_Coder-Vers001-B1-Run-001
3928,3928,3928,20240128-6538-A114Dba8F5E4_Accuse,2024-01-28,Accuse,-3.0,Verbal Conflict,,Tejashwi Yadav,India,Chief Minister,Tejashwi Yadav,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-01-28,English,Ngec_Coder-Vers001-B1-Run-001
3929,3929,3929,20240129-1367-15F354Cb3912_Concede,2024-01-29,Concede,4.5,Verbal Cooperation,Election,Nitish Kumar,India,Chief Minister,Nitish Kumar,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3930,3930,3930,20240129-2544-0Ac7554C3C91_Accuse,2024-01-29,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UK\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3931,3931,3931,20240129-6890-92Ed29981Abf_Accuse,2024-01-29,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UK\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3932,3932,3932,20240129-3796-346B4Cdf77A7_Protest,2024-01-29,Protest,-5.0,Material Conflict,Election | Migration,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3933,3933,3933,20240129-0371-91Ec74B78Ea7_Accuse,2024-01-29,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'DL\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3934,3934,3934,20240129-0371-91Ec74B78Ea7_Coerce,2024-01-29,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'DL\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3935,3935,3935,20240129-3796-346B4Cdf77A7_Accuse,2024-01-29,Accuse,-3.0,Verbal Conflict,Election | Migration,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2024-01-29,English,Ngec_Coder-Vers001-B1-Run-001
3936,3936,3936,20240130-4382-Ae4294B4F4C2_Accuse,2024-01-30,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'BR\']""]']",2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
3937,3937,3937,20240130-7430-D1D2649A507B_Concede,2024-01-30,Concede,4.5,Verbal Cooperation,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress - Aap Alliance,IND,"['[""[\'CH\']""]']",2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
3938,3938,3938,20240130-8242-C08C36Ad9249_Request,2024-01-30,Request,0.0,Verbal Conflict,,Congee,,Diet,Congress Leaders,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'AS\']""]']",2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
3939,3939,3939,20240130-3243-13D68B37D8De_Concede,2024-01-30,Concede,4.5,Verbal Cooperation,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress - Aap Alliance,IND,"['[""[\'CH\']""]']",2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
3940,3940,3940,20240130-4517-15F354Cb3912_Concede,2024-01-30,Concede,4.5,Verbal Cooperation,Election,Nitish Kumar,India,Chief Minister,Nitish Kumar,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2024-01-30,English,Ngec_Coder-Vers001-B1-Run-001
3941,3941,3941,20240131-0590-Ba8366C39Ece_Accuse,2024-01-31,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Lalu Prasad Yadav,India,Party President,Lalu Prasad,IND,"['[""[\'BR\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3942,3942,3942,20240131-1054-475Dd31B85C6_Concede,2024-01-31,Concede,4.5,Verbal Cooperation,,Bharatiya Janata Party,India,Political Party,Bjp Government,Congee,,Diet,Congress Government,IND,"['[""[\'RJ\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3943,3943,3943,20240131-8685-9E4Cd425Fd15_Accuse,2024-01-31,Accuse,-3.0,Verbal Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3944,3944,3944,20240131-4880-04807E70A8A3_Threaten,2024-01-31,Threaten,-3.5,Verbal Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3945,3945,3945,20240131-3680-D855Ad9C0754_Accuse,2024-01-31,Accuse,-3.0,Verbal Conflict,Election,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Bharatiya Janata Party,India,Political Party,Bharatiya Janta Party,IND,"['[""[\'DL\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3946,3946,3946,20240131-4949-6234E79C8326_Accuse,2024-01-31,Accuse,-3.0,Verbal Conflict,Election,Priyanka Gandhi,India,Secretary Of Civil,Priyanka Gandhi,Bharatiya Janata Party,India,Political Party,Bharatiya Janta Party,IND,"['[""[\'CH\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3947,3947,3947,20240131-6861-Fe8Cd9088713_Accuse,2024-01-31,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'JH\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3948,3948,3948,20240131-2181-778609E69Fb3_Coerce_Arrest,2024-01-31,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3949,3949,3949,20240131-1912-E6842326Ac7B_Coerce_Arrest,2024-01-31,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3950,3950,3950,20240131-2768-C6734Fb54974_Accuse,2024-01-31,Accuse,-3.0,Verbal Conflict,Election,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Bharatiya Janata Party,India,Political Party,Bharatiya Janta Party,IND,"['[""[\'DL\']""]']",2024-01-31,English,Ngec_Coder-Vers001-B1-Run-001
3951,3951,3951,20240201-0763-D133E015D327_Sanction,2024-02-01,Sanction,-6.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Lalu Prasad Yadav,India,Party President,Lalu Prasad,IND,"['[""[\'BR\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3952,3952,3952,20240201-9657-C1D066A5E4Ab_Coerce_Arrest,2024-02-01,Coerce,-7.0,Material Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3953,3953,3953,20240201-2536-B32641596D4E_Coerce_Arrest,2024-02-01,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3954,3954,3954,20240201-7575-756D40Ad125D_Coerce_Arrest,2024-02-01,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3955,3955,3955,20240201-7575-756D40Ad125D_Threaten,2024-02-01,Threaten,-3.5,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3956,3956,3956,20240201-8645-C24D4F346617_Sanction,2024-02-01,Sanction,-6.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3957,3957,3957,20240201-9144-E0048Dec0467_Accuse,2024-02-01,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3958,3958,3958,20240201-3147-C24D4F346617_Sanction,2024-02-01,Sanction,-6.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3959,3959,3959,20240201-7541-E10Ff2Ddb678_Coerce_Arrest,2024-02-01,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
